date,home_team,away_team,winning_team
2019-01-04,Cleveland Cavaliers,Utah Jazz,1
2019-01-04,Boston Celtics,Dallas Mavericks,0
2019-01-04,Chicago Bulls,Indiana Pacers,1
2019-01-04,Memphis Grizzlies,Brooklyn Nets,1
2019-01-04,Miami Heat,Washington Wizards,0
2019-01-04,Minnesota Timberwolves,Orlando Magic,0
2019-01-04,Milwaukee Bucks,Atlanta Hawks,0
2019-01-04,Phoenix Suns,Los Angeles Clippers,1
2019-01-04,Los Angeles Lakers,New York Knicks,1
2019-01-04,Portland Trail Blazers,Oklahoma City Thunder,1
2019-01-05,Denver Nuggets,Charlotte Hornets,0
2019-01-05,Detroit Pistons,Utah Jazz,1
2019-01-05,Philadelphia 76ers,Dallas Mavericks,0
2019-01-05,Cleveland Cavaliers,New Orleans Pelicans,1
2019-01-05,Milwaukee Bucks,Toronto Raptors,1
2019-01-05,San Antonio Spurs,Memphis Grizzlies,0
2019-01-05,Portland Trail Blazers,Houston Rockets,0
2019-01-05,Sacramento Kings,Golden State Warriors,1
2019-01-06,Chicago Bulls,Brooklyn Nets,1
2019-01-06,Los Angeles Clippers,Orlando Magic,0
2019-01-06,Minnesota Timberwolves,Los Angeles Lakers,0
2019-01-06,Atlanta Hawks,Miami Heat,0
2019-01-06,Oklahoma City Thunder,Washington Wizards,1
2019-01-06,Toronto Raptors,Indiana Pacers,0
2019-01-06,Phoenix Suns,Charlotte Hornets,1
2019-01-07,Detroit Pistons,San Antonio Spurs,1
2019-01-07,Boston Celtics,Brooklyn Nets,0
2019-01-07,Houston Rockets,Denver Nuggets,0
2019-01-07,Milwaukee Bucks,Utah Jazz,0
2019-01-07,New Orleans Pelicans,Memphis Grizzlies,0
2019-01-07,Dallas Mavericks,Los Angeles Lakers,1
2019-01-07,Portland Trail Blazers,New York Knicks,0
2019-01-07,Sacramento Kings,Orlando Magic,0
2019-01-08,Cleveland Cavaliers,Indiana Pacers,1
2019-01-08,Philadelphia 76ers,Washington Wizards,0
2019-01-08,Miami Heat,Denver Nuggets,1
2019-01-08,Toronto Raptors,Atlanta Hawks,0
2019-01-08,Oklahoma City Thunder,Minnesota Timberwolves,1
2019-01-08,Phoenix Suns,Sacramento Kings,0
2019-01-08,Golden State Warriors,New York Knicks,0
2019-01-08,Los Angeles Clippers,Charlotte Hornets,0
2019-01-09,Boston Celtics,Indiana Pacers,0
2019-01-09,Washington Wizards,Philadelphia 76ers,0
2019-01-09,Brooklyn Nets,Atlanta Hawks,0
2019-01-09,Houston Rockets,Milwaukee Bucks,1
2019-01-09,Memphis Grizzlies,San Antonio Spurs,0
2019-01-09,New Orleans Pelicans,Cleveland Cavaliers,0
2019-01-09,Dallas Mavericks,Phoenix Suns,0
2019-01-09,Utah Jazz,Orlando Magic,0
2019-01-09,Portland Trail Blazers,Chicago Bulls,0
2019-01-09,Los Angeles Lakers,Detroit Pistons,0
2019-01-10,Miami Heat,Boston Celtics,0
2019-01-10,Denver Nuggets,Los Angeles Clippers,0
2019-01-10,San Antonio Spurs,Oklahoma City Thunder,0
2019-01-10,Sacramento Kings,Detroit Pistons,0
2019-01-11,Philadelphia 76ers,Atlanta Hawks,1
2019-01-11,Washington Wizards,Milwaukee Bucks,0
2019-01-11,New York Knicks,Indiana Pacers,1
2019-01-11,Toronto Raptors,Brooklyn Nets,0
2019-01-11,Houston Rockets,Cleveland Cavaliers,0
2019-01-11,Minnesota Timberwolves,Dallas Mavericks,1
2019-01-11,Portland Trail Blazers,Charlotte Hornets,0
2019-01-11,Utah Jazz,Los Angeles Lakers,0
2019-01-11,Golden State Warriors,Chicago Bulls,0
2019-01-12,Los Angeles Clippers,Detroit Pistons,1
2019-01-12,Miami Heat,Memphis Grizzlies,0
2019-01-12,Orlando Magic,Boston Celtics,0
2019-01-12,Minnesota Timberwolves,New Orleans Pelicans,0
2019-01-12,Oklahoma City Thunder,San Antonio Spurs,0
2019-01-12,Phoenix Suns,Denver Nuggets,0
2019-01-12,Sacramento Kings,Charlotte Hornets,0
2019-01-12,Utah Jazz,Chicago Bulls,0
2019-01-13,New York Knicks,Philadelphia 76ers,1
2019-01-13,Washington Wizards,Toronto Raptors,1
2019-01-13,Atlanta Hawks,Milwaukee Bucks,1
2019-01-13,Orlando Magic,Houston Rockets,0
2019-01-13,Dallas Mavericks,Golden State Warriors,1
2019-01-13,Denver Nuggets,Portland Trail Blazers,0
2019-01-13,Los Angeles Lakers,Cleveland Cavaliers,1
2019-01-14,Brooklyn Nets,Boston Celtics,0
2019-01-14,Houston Rockets,Memphis Grizzlies,0
2019-01-14,San Antonio Spurs,Charlotte Hornets,1
2019-01-14,Utah Jazz,Detroit Pistons,0
2019-01-14,Sacramento Kings,Portland Trail Blazers,0
2019-01-14,Los Angeles Clippers,New Orleans Pelicans,1
2019-01-15,Indiana Pacers,Phoenix Suns,0
2019-01-15,Philadelphia 76ers,Minnesota Timberwolves,0
2019-01-15,Atlanta Hawks,Oklahoma City Thunder,0
2019-01-15,Milwaukee Bucks,Miami Heat,0
2019-01-15,Denver Nuggets,Golden State Warriors,1
2019-01-15,Los Angeles Lakers,Chicago Bulls,0
2019-01-16,Detroit Pistons,Orlando Magic,0
2019-01-16,Boston Celtics,Toronto Raptors,0
2019-01-16,Houston Rockets,Brooklyn Nets,1
2019-01-16,Memphis Grizzlies,Milwaukee Bucks,1
2019-01-16,Dallas Mavericks,San Antonio Spurs,1
2019-01-16,Portland Trail Blazers,Cleveland Cavaliers,0
2019-01-16,Golden State Warriors,New Orleans Pelicans,0
2019-01-16,Los Angeles Clippers,Utah Jazz,1
2019-01-17,Washington Wizards,New York Knicks,0
2019-01-17,Charlotte Hornets,Sacramento Kings,0
2019-01-17,Indiana Pacers,Philadelphia 76ers,1
2019-01-17,Toronto Raptors,Phoenix Suns,0
2019-01-17,Denver Nuggets,Chicago Bulls,0
2019-01-17,Oklahoma City Thunder,Los Angeles Lakers,1
2019-01-18,Boston Celtics,Memphis Grizzlies,0
2019-01-18,Detroit Pistons,Miami Heat,0
2019-01-18,Orlando Magic,Brooklyn Nets,1
2019-01-18,Minnesota Timberwolves,San Antonio Spurs,1
2019-01-18,Utah Jazz,Cleveland Cavaliers,0
2019-01-18,Los Angeles Clippers,Golden State Warriors,1
2019-01-18,Portland Trail Blazers,New Orleans Pelicans,0
2019-01-19,Philadelphia 76ers,Oklahoma City Thunder,1
2019-01-19,Charlotte Hornets,Phoenix Suns,0
2019-01-19,Detroit Pistons,Sacramento Kings,1
2019-01-19,Indiana Pacers,Dallas Mavericks,0
2019-01-19,Orlando Magic,Milwaukee Bucks,1
2019-01-19,Atlanta Hawks,Boston Celtics,1
2019-01-19,Toronto Raptors,Memphis Grizzlies,0
2019-01-19,Chicago Bulls,Miami Heat,1
2019-01-19,Houston Rockets,Los Angeles Lakers,0
2019-01-19,Denver Nuggets,Cleveland Cavaliers,0
2019-01-20,Indiana Pacers,Charlotte Hornets,0
2019-01-20,Minnesota Timberwolves,Phoenix Suns,0
2019-01-20,San Antonio Spurs,Los Angeles Clippers,1
2019-01-21,New York Knicks,Oklahoma City Thunder,1
2019-01-21,Cleveland Cavaliers,Chicago Bulls,1
2019-01-21,Milwaukee Bucks,Dallas Mavericks,0
2019-01-21,Washington Wizards,Detroit Pistons,0
2019-01-21,Atlanta Hawks,Orlando Magic,1
2019-01-21,Brooklyn Nets,Sacramento Kings,0
2019-01-21,Memphis Grizzlies,New Orleans Pelicans,1
2019-01-21,Boston Celtics,Miami Heat,0
2019-01-21,Philadelphia 76ers,Houston Rockets,0
2019-01-21,Utah Jazz,Portland Trail Blazers,1
2019-01-21,Los Angeles Lakers,Golden State Warriors,1
2019-01-22,Toronto Raptors,Sacramento Kings,0
2019-01-22,Oklahoma City Thunder,Portland Trail Blazers,0
2019-01-22,Dallas Mavericks,Los Angeles Clippers,0
2019-01-22,Phoenix Suns,Minnesota Timberwolves,1
2019-01-23,Indiana Pacers,Toronto Raptors,0
2019-01-23,Boston Celtics,Cleveland Cavaliers,0
2019-01-23,Brooklyn Nets,Orlando Magic,0
2019-01-23,Miami Heat,Los Angeles Clippers,1
2019-01-23,New York Knicks,Houston Rockets,1
2019-01-23,Chicago Bulls,Atlanta Hawks,1
2019-01-23,Memphis Grizzlies,Charlotte Hornets,1
2019-01-23,New Orleans Pelicans,Detroit Pistons,1
2019-01-23,Philadelphia 76ers,San Antonio Spurs,0
2019-01-23,Utah Jazz,Denver Nuggets,0
2019-01-24,Oklahoma City Thunder,New Orleans Pelicans,0
2019-01-24,Washington Wizards,Golden State Warriors,1
2019-01-24,Phoenix Suns,Portland Trail Blazers,1
2019-01-24,Los Angeles Lakers,Minnesota Timberwolves,1
2019-01-25,Orlando Magic,Washington Wizards,1
2019-01-25,Brooklyn Nets,New York Knicks,0
2019-01-25,Cleveland Cavaliers,Miami Heat,1
2019-01-25,Chicago Bulls,Los Angeles Clippers,1
2019-01-25,Houston Rockets,Toronto Raptors,0
2019-01-25,Memphis Grizzlies,Sacramento Kings,1
2019-01-25,Dallas Mavericks,Detroit Pistons,0
2019-01-25,Milwaukee Bucks,Charlotte Hornets,0
2019-01-25,Denver Nuggets,Phoenix Suns,0
2019-01-25,Utah Jazz,Minnesota Timberwolves,0
2019-01-26,New Orleans Pelicans,San Antonio Spurs,1
2019-01-26,Memphis Grizzlies,Indiana Pacers,0
2019-01-26,Boston Celtics,Golden State Warriors,1
2019-01-26,Denver Nuggets,Philadelphia 76ers,0
2019-01-26,Portland Trail Blazers,Atlanta Hawks,0
2019-01-27,Chicago Bulls,Cleveland Cavaliers,1
2019-01-27,Los Angeles Clippers,Sacramento Kings,0
2019-01-27,Oklahoma City Thunder,Milwaukee Bucks,0
2019-01-27,Dallas Mavericks,Toronto Raptors,1
2019-01-27,Houston Rockets,Orlando Magic,0
2019-01-27,Minnesota Timberwolves,Utah Jazz,1
2019-01-27,San Antonio Spurs,Washington Wizards,0
2019-01-27,New York Knicks,Miami Heat,1
2019-01-27,Los Angeles Lakers,Phoenix Suns,0
2019-01-28,Charlotte Hornets,New York Knicks,0
2019-01-28,Indiana Pacers,Golden State Warriors,1
2019-01-28,Boston Celtics,Brooklyn Nets,0
2019-01-28,Memphis Grizzlies,Denver Nuggets,1
2019-01-28,Los Angeles Clippers,Atlanta Hawks,1
2019-01-29,Cleveland Cavaliers,Washington Wizards,0
2019-01-29,Detroit Pistons,Milwaukee Bucks,1
2019-01-29,Orlando Magic,Oklahoma City Thunder,1
2019-01-29,Brooklyn Nets,Chicago Bulls,0
2019-01-29,Houston Rockets,New Orleans Pelicans,1
2019-01-29,San Antonio Spurs,Phoenix Suns,0
2019-01-29,Los Angeles Lakers,Philadelphia 76ers,1
2019-01-30,Boston Celtics,Charlotte Hornets,0
2019-01-30,Miami Heat,Chicago Bulls,1
2019-01-30,New York Knicks,Dallas Mavericks,1
2019-01-30,Minnesota Timberwolves,Memphis Grizzlies,0
2019-01-30,New Orleans Pelicans,Denver Nuggets,1
2019-01-30,Washington Wizards,Indiana Pacers,0
2019-01-30,Sacramento Kings,Atlanta Hawks,0
2019-01-30,Portland Trail Blazers,Utah Jazz,0
2019-01-31,Detroit Pistons,Dallas Mavericks,0
2019-01-31,Orlando Magic,Indiana Pacers,0
2019-01-31,Toronto Raptors,Milwaukee Bucks,1
2019-01-31,San Antonio Spurs,Brooklyn Nets,0
2019-01-31,Golden State Warriors,Philadelphia 76ers,1
2019-01-31,Los Angeles Clippers,Los Angeles Lakers,1
2019-02-01,Charlotte Hornets,Memphis Grizzlies,0
2019-02-01,New York Knicks,Boston Celtics,1
2019-02-01,Miami Heat,Oklahoma City Thunder,1
2019-02-01,Utah Jazz,Atlanta Hawks,0
2019-02-01,Denver Nuggets,Houston Rockets,0
2019-02-02,Detroit Pistons,Los Angeles Clippers,1
2019-02-02,Charlotte Hornets,Chicago Bulls,0
2019-02-02,Orlando Magic,Brooklyn Nets,0
2019-02-02,Washington Wizards,Milwaukee Bucks,1
2019-02-02,Cleveland Cavaliers,Dallas Mavericks,1
2019-02-02,Miami Heat,Indiana Pacers,1
2019-02-02,Golden State Warriors,Los Angeles Lakers,0
2019-02-02,San Antonio Spurs,New Orleans Pelicans,0
2019-02-02,Minnesota Timberwolves,Denver Nuggets,1
2019-02-02,Phoenix Suns,Atlanta Hawks,1
2019-02-02,Utah Jazz,Houston Rockets,1
2019-02-02,Sacramento Kings,Philadelphia 76ers,0
2019-02-03,New York Knicks,Memphis Grizzlies,1
2019-02-03,Boston Celtics,Oklahoma City Thunder,0
2019-02-03,Toronto Raptors,Los Angeles Clippers,0
2019-02-04,Detroit Pistons,Denver Nuggets,0
2019-02-04,Washington Wizards,Atlanta Hawks,1
2019-02-04,Brooklyn Nets,Milwaukee Bucks,1
2019-02-04,New Orleans Pelicans,Indiana Pacers,1
2019-02-04,Phoenix Suns,Houston Rockets,1
2019-02-04,Sacramento Kings,San Antonio Spurs,0
2019-02-05,Charlotte Hornets,Los Angeles Clippers,1
2019-02-05,Cleveland Cavaliers,Boston Celtics,1
2019-02-05,Indiana Pacers,Los Angeles Lakers,0
2019-02-05,New York Knicks,Detroit Pistons,1
2019-02-05,Memphis Grizzlies,Minnesota Timberwolves,0
2019-02-05,Oklahoma City Thunder,Orlando Magic,0
2019-02-05,Philadelphia 76ers,Toronto Raptors,1
2019-02-05,Portland Trail Blazers,Miami Heat,1
2019-02-06,Brooklyn Nets,Denver Nuggets,0
2019-02-06,Chicago Bulls,New Orleans Pelicans,1
2019-02-06,Milwaukee Bucks,Washington Wizards,0
2019-02-06,Dallas Mavericks,Charlotte Hornets,0
2019-02-06,Utah Jazz,Phoenix Suns,0
2019-02-06,Sacramento Kings,Houston Rockets,1
2019-02-06,Golden State Warriors,San Antonio Spurs,0
2019-02-07,Indiana Pacers,Los Angeles Clippers,0
2019-02-07,Orlando Magic,Minnesota Timberwolves,0
2019-02-07,Atlanta Hawks,Toronto Raptors,1
2019-02-07,Boston Celtics,Los Angeles Lakers,1
2019-02-07,Oklahoma City Thunder,Memphis Grizzlies,0
2019-02-07,Portland Trail Blazers,San Antonio Spurs,0
2019-02-08,Detroit Pistons,New York Knicks,0
2019-02-08,Philadelphia 76ers,Denver Nuggets,0
2019-02-08,Washington Wizards,Cleveland Cavaliers,0
2019-02-08,Brooklyn Nets,Chicago Bulls,1
2019-02-08,Dallas Mavericks,Milwaukee Bucks,1
2019-02-08,Phoenix Suns,Golden State Warriors,1
2019-02-08,New Orleans Pelicans,Minnesota Timberwolves,0
2019-02-08,Sacramento Kings,Miami Heat,0
2019-02-09,Utah Jazz,San Antonio Spurs,0
2019-02-09,Indiana Pacers,Cleveland Cavaliers,0
2019-02-09,Atlanta Hawks,Charlotte Hornets,1
2019-02-09,New York Knicks,Toronto Raptors,1
2019-02-09,Boston Celtics,Los Angeles Clippers,1
2019-02-09,Chicago Bulls,Washington Wizards,1
2019-02-09,Memphis Grizzlies,New Orleans Pelicans,0
2019-02-09,Houston Rockets,Oklahoma City Thunder,1
2019-02-09,Milwaukee Bucks,Orlando Magic,1
2019-02-10,Dallas Mavericks,Portland Trail Blazers,0
2019-02-10,Philadelphia 76ers,Los Angeles Lakers,0
2019-02-10,Sacramento Kings,Phoenix Suns,0
2019-02-10,Atlanta Hawks,Orlando Magic,1
2019-02-10,Golden State Warriors,Miami Heat,0
2019-02-11,Cleveland Cavaliers,New York Knicks,0
2019-02-11,Detroit Pistons,Washington Wizards,0
2019-02-11,Indiana Pacers,Charlotte Hornets,0
2019-02-11,Toronto Raptors,Brooklyn Nets,0
2019-02-11,Chicago Bulls,Milwaukee Bucks,1
2019-02-11,Houston Rockets,Dallas Mavericks,0
2019-02-11,Minnesota Timberwolves,Los Angeles Clippers,0
2019-02-11,Oklahoma City Thunder,Portland Trail Blazers,0
2019-02-11,Denver Nuggets,Miami Heat,0
2019-02-12,Atlanta Hawks,Los Angeles Lakers,0
2019-02-12,Memphis Grizzlies,San Antonio Spurs,1
2019-02-12,New Orleans Pelicans,Orlando Magic,1
2019-02-12,Philadelphia 76ers,Boston Celtics,1
2019-02-12,Golden State Warriors,Utah Jazz,0
2019-02-13,Cleveland Cavaliers,Brooklyn Nets,1
2019-02-13,Indiana Pacers,Milwaukee Bucks,1
2019-02-13,Boston Celtics,Detroit Pistons,0
2019-02-13,New York Knicks,Philadelphia 76ers,1
2019-02-13,Toronto Raptors,Washington Wizards,0
2019-02-13,Chicago Bulls,Memphis Grizzlies,0
2019-02-13,Minnesota Timberwolves,Houston Rockets,0
2019-02-13,Dallas Mavericks,Miami Heat,1
2019-02-13,Denver Nuggets,Sacramento Kings,0
2019-02-13,Los Angeles Clippers,Phoenix Suns,0
2019-02-13,Portland Trail Blazers,Golden State Warriors,0
2019-02-14,Orlando Magic,Charlotte Hornets,0
2019-02-14,Atlanta Hawks,New York Knicks,1
2019-02-14,New Orleans Pelicans,Oklahoma City Thunder,0
2019-02-21,Cleveland Cavaliers,Phoenix Suns,0
2019-02-21,Philadelphia 76ers,Miami Heat,0
2019-02-21,Brooklyn Nets,Portland Trail Blazers,1
2019-02-21,Milwaukee Bucks,Boston Celtics,0
2019-02-21,Golden State Warriors,Sacramento Kings,0
2019-02-21,Los Angeles Lakers,Houston Rockets,0
2019-02-22,Charlotte Hornets,Washington Wizards,0
2019-02-22,Indiana Pacers,New Orleans Pelicans,0
2019-02-22,Orlando Magic,Chicago Bulls,1
2019-02-22,Toronto Raptors,San Antonio Spurs,0
2019-02-22,Atlanta Hawks,Detroit Pistons,1
2019-02-22,New York Knicks,Minnesota Timberwolves,1
2019-02-22,Memphis Grizzlies,Los Angeles Clippers,1
2019-02-22,Dallas Mavericks,Denver Nuggets,1
2019-02-22,Oklahoma City Thunder,Utah Jazz,0
2019-02-23,Philadelphia 76ers,Portland Trail Blazers,1
2019-02-23,Atlanta Hawks,Phoenix Suns,0
2019-02-23,Charlotte Hornets,Brooklyn Nets,1
2019-02-23,Cleveland Cavaliers,Memphis Grizzlies,0
2019-02-23,New Orleans Pelicans,Los Angeles Lakers,0
2019-02-23,Washington Wizards,Indiana Pacers,1
2019-02-23,Miami Heat,Detroit Pistons,1
2019-02-23,Chicago Bulls,Boston Celtics,0
2019-02-23,Oklahoma City Thunder,Sacramento Kings,1
2019-02-23,Golden State Warriors,Houston Rockets,1
2019-02-23,Milwaukee Bucks,Minnesota Timberwolves,0
2019-02-23,Utah Jazz,Dallas Mavericks,0
2019-02-24,Toronto Raptors,Orlando Magic,1
2019-02-24,Denver Nuggets,Los Angeles Clippers,0
2019-02-24,New York Knicks,San Antonio Spurs,0
2019-02-25,Charlotte Hornets,Golden State Warriors,1
2019-02-25,Cleveland Cavaliers,Portland Trail Blazers,1
2019-02-25,Detroit Pistons,Indiana Pacers,0
2019-02-25,Brooklyn Nets,San Antonio Spurs,0
2019-02-25,Miami Heat,Phoenix Suns,1
2019-02-25,Chicago Bulls,Milwaukee Bucks,1
2019-02-25,Houston Rockets,Atlanta Hawks,0
2019-02-25,Memphis Grizzlies,Los Angeles Lakers,0
2019-02-25,Minnesota Timberwolves,Sacramento Kings,0
2019-02-25,New Orleans Pelicans,Philadelphia 76ers,1
2019-02-25,Los Angeles Clippers,Dallas Mavericks,0
2019-02-26,New York Knicks,Orlando Magic,0
2019-02-26,Toronto Raptors,Boston Celtics,0
2019-02-26,Denver Nuggets,Oklahoma City Thunder,0
2019-02-27,Charlotte Hornets,Houston Rockets,1
2019-02-27,Atlanta Hawks,Minnesota Timberwolves,0
2019-02-27,Brooklyn Nets,Washington Wizards,1
2019-02-27,Miami Heat,Golden State Warriors,0
2019-02-27,Boston Celtics,Portland Trail Blazers,1
2019-02-27,Memphis Grizzlies,Chicago Bulls,1
2019-02-27,Dallas Mavericks,Indiana Pacers,0
2019-02-27,San Antonio Spurs,Detroit Pistons,0
2019-02-27,Utah Jazz,Los Angeles Clippers,0
2019-02-27,Sacramento Kings,Milwaukee Bucks,1
2019-02-27,Los Angeles Lakers,New Orleans Pelicans,0
2019-02-28,Indiana Pacers,Minnesota Timberwolves,0
2019-02-28,Orlando Magic,Golden State Warriors,0
2019-02-28,New York Knicks,Cleveland Cavaliers,1
2019-02-28,Houston Rockets,Miami Heat,0
2019-02-28,Oklahoma City Thunder,Philadelphia 76ers,1
2019-02-28,Denver Nuggets,Utah Jazz,1
2019-03-01,Atlanta Hawks,Chicago Bulls,1
2019-03-01,Brooklyn Nets,Charlotte Hornets,1
2019-03-01,Boston Celtics,Washington Wizards,0
2019-03-01,Toronto Raptors,Portland Trail Blazers,0
2019-03-01,Phoenix Suns,New Orleans Pelicans,1
2019-03-01,Sacramento Kings,Los Angeles Clippers,1
2019-03-01,Los Angeles Lakers,Milwaukee Bucks,1
2019-03-02,Cleveland Cavaliers,Detroit Pistons,1
2019-03-02,Indiana Pacers,Orlando Magic,1
2019-03-02,Miami Heat,Brooklyn Nets,0
2019-03-02,Dallas Mavericks,Memphis Grizzlies,1
2019-03-02,Philadelphia 76ers,Golden State Warriors,1
2019-03-02,San Antonio Spurs,Oklahoma City Thunder,0
2019-03-02,Denver Nuggets,New Orleans Pelicans,1
2019-03-02,Phoenix Suns,Los Angeles Lakers,0
2019-03-02,Utah Jazz,Milwaukee Bucks,0
2019-03-03,Charlotte Hornets,Portland Trail Blazers,1
2019-03-03,Boston Celtics,Houston Rockets,1
2019-03-03,Chicago Bulls,Atlanta Hawks,1
2019-03-03,Los Angeles Clippers,New York Knicks,0
2019-03-03,Cleveland Cavaliers,Orlando Magic,0
2019-03-03,Detroit Pistons,Toronto Raptors,0
2019-03-03,Washington Wizards,Minnesota Timberwolves,0
2019-03-03,Oklahoma City Thunder,Memphis Grizzlies,0
2019-03-04,Brooklyn Nets,Dallas Mavericks,0
2019-03-04,Miami Heat,Atlanta Hawks,0
2019-03-04,San Antonio Spurs,Denver Nuggets,0
2019-03-04,Phoenix Suns,Milwaukee Bucks,0
2019-03-04,Utah Jazz,New Orleans Pelicans,1
2019-03-04,Sacramento Kings,New York Knicks,0
2019-03-04,Los Angeles Lakers,Los Angeles Clippers,1
2019-03-05,Indiana Pacers,Chicago Bulls,0
2019-03-05,Philadelphia 76ers,Orlando Magic,0
2019-03-05,Memphis Grizzlies,Portland Trail Blazers,0
2019-03-05,Minnesota Timberwolves,Oklahoma City Thunder,0
2019-03-05,Toronto Raptors,Houston Rockets,1
2019-03-05,Golden State Warriors,Boston Celtics,1
2019-03-06,Charlotte Hornets,Miami Heat,1
2019-03-06,Detroit Pistons,Minnesota Timberwolves,0
2019-03-06,Washington Wizards,Dallas Mavericks,0
2019-03-06,Atlanta Hawks,San Antonio Spurs,1
2019-03-06,Brooklyn Nets,Cleveland Cavaliers,0
2019-03-06,Chicago Bulls,Philadelphia 76ers,0
2019-03-06,New Orleans Pelicans,Utah Jazz,1
2019-03-06,Phoenix Suns,New York Knicks,0
2019-03-06,Sacramento Kings,Boston Celtics,1
2019-03-06,Los Angeles Lakers,Denver Nuggets,1
2019-03-07,Milwaukee Bucks,Indiana Pacers,0
2019-03-07,Portland Trail Blazers,Oklahoma City Thunder,1
2019-03-08,Charlotte Hornets,Washington Wizards,0
2019-03-08,Orlando Magic,Dallas Mavericks,0
2019-03-08,Chicago Bulls,Detroit Pistons,1
2019-03-08,Houston Rockets,Philadelphia 76ers,0
2019-03-08,Memphis Grizzlies,Utah Jazz,0
2019-03-08,Miami Heat,Cleveland Cavaliers,0
2019-03-08,New Orleans Pelicans,Toronto Raptors,1
2019-03-08,Golden State Warriors,Denver Nuggets,0
2019-03-08,Los Angeles Clippers,Oklahoma City Thunder,0
2019-03-09,New York Knicks,Sacramento Kings,1
2019-03-09,Atlanta Hawks,Brooklyn Nets,1
2019-03-09,Minnesota Timberwolves,Washington Wizards,0
2019-03-09,Los Angeles Lakers,Boston Celtics,1
2019-03-09,Milwaukee Bucks,Charlotte Hornets,0
2019-03-09,Portland Trail Blazers,Phoenix Suns,0
2019-03-10,Detroit Pistons,Chicago Bulls,0
2019-03-10,Miami Heat,Toronto Raptors,1
2019-03-10,Philadelphia 76ers,Indiana Pacers,0
2019-03-10,Atlanta Hawks,New Orleans Pelicans,0
2019-03-10,Memphis Grizzlies,Orlando Magic,0
2019-03-10,Dallas Mavericks,Houston Rockets,1
2019-03-10,Minnesota Timberwolves,New York Knicks,0
2019-03-10,San Antonio Spurs,Milwaukee Bucks,0
2019-03-10,Golden State Warriors,Phoenix Suns,1
2019-03-11,Cleveland Cavaliers,Toronto Raptors,0
2019-03-11,Washington Wizards,Sacramento Kings,0
2019-03-11,Brooklyn Nets,Detroit Pistons,0
2019-03-11,Houston Rockets,Charlotte Hornets,0
2019-03-11,Utah Jazz,Oklahoma City Thunder,1
2019-03-11,Los Angeles Clippers,Boston Celtics,0
2019-03-12,Indiana Pacers,New York Knicks,0
